//----------------------------------------------------------------------------------------------------------
// Leo the Helper (Silent Map)
//----------------------------------------------------------------------------------------------------------
//Type	Index	Lvl	Dur	Skill	Luck	Opt	Exc	Anc	Name
//----------------------------------------------------------------------------------------------------------
14	240	0	0	0	0	0	0	0	//Jewel of Level
14	241	0	0	0	0	0	0	0	//Jewel of Luck
14	242	0	0	0	0	0	0	0	//Jewel of Skill
14	243	0	0	0	0	0	0	0	//Jewel of Option
14	244	0	0	0	0	0	0	0	//Jewel of Excellent
14	245	0	0	0	0	0	0	0	//Jewel of Ancient
14	246	0	0	0	0	0	0	0	//Jewel of Socket
12 	15 	0 	0 	0 	0 	0 	0	0	//Jewel of Chaos
14 	13 	0 	255 	0 	0 	0 	0	0	//Jewel of Bless
14 	14 	0 	255	0 	0 	0 	0	0	//Jewel of Soul
14 	16 	0 	0 	0 	0 	0 	0	0	//Jewel of Life
14 	22 	0 	0 	0 	0 	0 	0	0	//Jewel of Creation
14	31	0	0	0	0	0	0	0	//Jewel of Guardian
14	42	0	0	0	0	0	0	0	//Jewel of Harmony
14	43	0	0	0	0	0	0	0	//Lower Refining Stone
14	44	0	0	0	0	0	0	0	//Higher Refining Stone	
12	30	0	0	0	0	0	0	0	//Bundled Jewel of Bless (x10)
12	31	0	0	0	0	0	0	0	//Bundled Jewel of Soul (x10)
12	30	1	0	0	0	0	0	0	//Bundled Jewel of Bless (x20)
12	31	1	0	0	0	0	0	0	//Bundled Jewel of Soul (x20)
12	30	2	0	0	0	0	0	0	//Bundled Jewel of Bless (x30)
12	31	2	0	0	0	0	0	0	//Bundled Jewel of Soul (x30)
12	150	0	0	0	0	0	0	0	//Bundled Jewel of Level (x10)
12	151	0	0	0	0	0	0	0	//Bundled Jewel of Luck (x10)
12	152	0	0	0	0	0	0	0	//Bundled Jewel of Skill (x10)
12	153	0	0	0	0	0	0	0	//Bundled Jewel of Option (x10)
12	154	0	0	0	0	0	0	0	//Bundled Jewel of Excellent (x10)
12	155	0	0	0	0	0	0	0	//Bundled Jewel of Ancient (x10)
12	156	0	0	0	0	0	0	0	//Bundled Jewel of Socket (x10)
14 	11	8	1 	0 	0 	0	0	0	//Box of Kundun+1
14 	11 	9 	1 	0 	0 	0 	0	0	//Box of Kundun+2
14 	11 	10 	1 	0 	0 	0	0	0	//Box of Kundun+3
14      11      11      0       0       0       0       0       0	//Box of Kundun+4
14      11      12      0       0       0       0       0       0	//Box of Kundun+5
14	52	0	0	0	0	0	0	0	//GM Gift Box
14 	35 	0 	255 	0 	0 	0 	0	0	//Small SD Potion
14 	36 	0 	255 	0 	0 	0 	0	0	//Medium SD Potion
14 	37 	0 	255 	0 	0 	0 	0	0	//Large SD Potion
14 	38 	0 	255 	0 	0 	0 	0	0	//Small AG Potion
14 	39 	0 	255 	0 	0 	0 	0	0	//Medium AG Potion
14 	40 	0 	255 	0 	0 	0 	0	0	//Large AG Potion
14	55	0	0	0	0	0	0	0	//Green Chaos Box
14	56	0	0	0	0	0	0	0	//Red Chaos Box
14	57	0	0	0	0	0	0	0	//Purple Chaos Box
14	84	0	0	0	0	0	0	0	//Box of Cherry Blossom
14	45	0	0	0	0	0	0	0	//Haloween Pumpkin
14	32	0	0	0	0	0	0	0	//Pink Chocolate Box
14	33	0	0	0	0	0	0	0	//Red Chocolate Box
14	34	0	0	0	0	0	0	0	//Blue Chocolate Box
14	101	0	255	0	0	0	0	0	//Box of Pandora
14	102	0	255	0	0	0	0	0	//Blue Legendary Box
14	103	0	255	0	0	0	0	0	//Red Legendary Box
14	104	0	255	0	0	0	0	0	//Green Legendary Box
14	21	0	0	0	0	0	0	0	//Rena
14	21	3	255	0	0	0	0	0	//Sign of Lord
14	100	0	0	0	0	0	0	0	//Lucky Coin
13	76	0	0	0	0	0	0	0	//Panda Ring
14	170	0	0	0	0	0	0	0	//Crystal Feather
end
